dataset,dataset_size,model,architecture,optimizer,learning_rate,batch_size,param_count,param_count_log10,learning_rate_log10,batch_size_log10,gradient_norm_log10,ntk_trace_proxy_log10,initial_loss_log10,T_conv,patience_P,min_delta,max_epochs,val_loss_prefix
CIFAR100,50000,vgg16,CNN,SGD,0.001,128,134678692,8.12929889,-3,2.10720997,-0.181709316,-0.363418635,0.6632179,15,5,0.0005,200,"[3.944951048380212, 3.5655210259594496, 3.3147567103180706, 3.144832927969438, 3.0095547000064125, 2.8498111525668373, 2.7871668610391738, 2.720968901356564, 2.8011845667150954, 2.763742455953284, 2.8274127682553063, 2.9701821743687495, 3.028421730934819, 3.15487328662148, 3.4725052797341647]"
CIFAR100,50000,vgg16,CNN,AdamW,0.001,128,134678692,8.12929889,-3,2.10720997,-0.213352093,-0.426704159,0.663251222,8,5,0.0005,200,"[4.6058552597142475, 4.6063521602485755, 4.606667150425006, 4.606893038447899, 4.606964781314512, 4.607125300395338, 4.607134788851194, 4.607235661035852]"
CIFAR100,50000,vgg16,CNN,SGD,0.002,32,134678692,8.12929889,-2.698970004,1.505149978,-0.237494576,-0.474989131,0.662778712,18,5,0.0005,200,"[3.735199858967108, 3.3933764821805132, 3.1981725936499648, 2.8184661408201954, 2.7176173997763247, 2.5781174631545336, 2.3814247214375213, 2.3625027329776995, 2.321808072324759, 2.2602661071113124, 2.2091226204515646, 2.2738684811912027, 2.249564196735906, 2.2965867904047617, 2.283912812939848, 2.4779560345049485, 2.3841267866067613, 2.5059756958446564]"
CIFAR100,50000,vgg16,CNN,AdamW,0.002,32,134678692,8.12929889,-2.698970004,1.505149978,-0.23754825,-0.475096483,0.663347218,8,5,0.0005,200,"[4.606718244644019, 4.607060999154283, 4.607513688242855, 4.60735124216293, 4.607672531383868, 4.6077155548924456, 4.607646783700766, 4.607396934740841]"
CIFAR100,50000,vgg16,CNN,SGD,0.002,64,134678692,8.12929889,-2.698970004,1.806179974,-0.174305213,-0.34861046,0.663668145,17,5,0.0005,200,"[3.698499401663519, 3.340238027511888, 3.032394963464919, 2.9066368273109386, 2.6694365033678187, 2.5729705163627674, 2.4748591662971835, 2.439034797583416, 2.4302947566767408, 2.364059445964303, 2.5115377128503886, 2.477070998234354, 2.6573066179919396, 2.6825584158016618, 2.6292276116693096, 2.7660987939044928, 2.8223967620521595]"
CIFAR100,50000,vgg16,CNN,AdamW,0.002,64,134678692,8.12929889,-2.698970004,1.806179974,-0.353570185,-0.707140343,0.663411144,8,5,0.0005,200,"[4.606524786372094, 4.606997644825346, 4.607333225809085, 4.607373152568841, 4.607442886206754, 4.607485461386905, 4.607536583189752, 4.607637721262161]"
CIFAR100,50000,vgg16,CNN,SGD,0.002,128,134678692,8.12929889,-2.698970004,2.10720997,-0.267139081,-0.534278184,0.663051159,15,5,0.0005,200,"[3.756272153009342, 3.4124482281600375, 3.1547218878057937, 2.923797827732714, 2.810780947721457, 2.7056797395778607, 2.6048612685143193, 2.5054828758481182, 2.5694705957098853, 2.7019322129744516, 2.647497560404524, 2.7588725814336463, 2.7438943416257446, 2.929102686387074, 3.187043932419789]"
CIFAR100,50000,vgg16,CNN,AdamW,0.002,128,134678692,8.12929889,-2.698970004,2.10720997,-0.226935132,-0.453870301,0.662946638,8,5,0.0005,200,"[4.6066227743897254, 4.606708924981612, 4.607122825670846, 4.607233645040778, 4.607374149032786, 4.60737001443211, 4.607369911821583, 4.607527394837971]"
SST2,67349,bilstm,RNN,AdamW,0.0005,16,12992002,7.113676079,-3.301029995,1.204119983,-0.877952111,-1.755509849,-0.159187491,7,5,0.0001,150,"[0.29477472790028025, 0.24657134403145015, 0.2541831767312616, 0.31643332504031896, 0.37450942355992034, 0.3878772699177098, 0.4145214318972618]"
SST2,67349,bilstm,RNN,AdamW,0.0005,32,12992002,7.113676079,-3.301029995,1.505149978,-0.848234658,-1.696087959,-0.160169623,7,5,0.0001,150,"[0.32003695034640983, 0.2497712679720548, 0.26587689145868576, 0.29738198096406004, 0.3561572346486806, 0.39083336874170144, 0.41140912732578405]"
SST2,67349,bilstm,RNN,AdamW,0.0005,64,12992002,7.113676079,-3.301029995,1.806179974,-0.874350444,-1.748289793,-0.158385689,8,5,0.0001,150,"[0.3375257082742537, 0.25246650178285573, 0.24566321562251772, 0.27489691278875156, 0.32089507032485937, 0.35481665004486157, 0.38035655847940397, 0.39349539154231267]"
SST2,67349,bilstm,RNN,AdamW,0.001,16,12992002,7.113676079,-3,1.204119983,-0.912566764,-1.824738386,-0.162576595,7,5,0.0001,150,"[0.26435405989299193, 0.22786785544099777, 0.2751152956434647, 0.3348644971052536, 0.39290210399633424, 0.4137601833092757, 0.4487151608691571]"
SST2,67349,bilstm,RNN,AdamW,0.001,32,12992002,7.113676079,-3,1.505149978,-0.87897278,-1.757540823,-0.158971718,7,5,0.0001,150,"[0.2713780750889959, 0.22652307760651774, 0.2453380535155393, 0.30772175958198705, 0.36260046370298715, 0.39882247512961017, 0.4444383566708563]"
SST2,67349,bilstm,RNN,AdamW,0.001,64,12992002,7.113676079,-3,1.806179974,-0.863505224,-1.726621096,-0.159061912,7,5,0.0001,150,"[0.290641610726926, 0.23643941146220077, 0.2450796464784733, 0.2929362746317522, 0.34396543035115956, 0.39277895677821506, 0.37309665186330676]"
SST2,67349,bilstm,RNN,AdamW,0.002,16,12992002,7.113676079,-2.698970004,1.204119983,-0.878968862,-1.757499306,-0.156945986,7,5,0.0001,150,"[0.2600028524197408, 0.2264541255458393, 0.27385842246241254, 0.29953625554209484, 0.36541106366219067, 0.418831648145022, 0.4431897958351622]"
SST2,67349,bilstm,RNN,AdamW,0.002,32,12992002,7.113676079,-2.698970004,1.505149978,-0.908644862,-1.816890729,-0.160516487,7,5,0.0001,150,"[0.26255035451712916, 0.23377860996721758, 0.2685422040699072, 0.31519531912000015, 0.3683480088703551, 0.3888401475617764, 0.4413951405571113]"
SST2,67349,bilstm,RNN,AdamW,0.002,64,12992002,7.113676079,-2.698970004,1.806179974,-0.837888262,-1.675396231,-0.159151453,7,5,0.0001,150,"[0.25899514439405424, 0.2278161914710185, 0.24705884642722484, 0.31324435363995945, 0.3448794294166339, 0.39631703932509177, 0.43242861085099066]"
SST2,67349,bilstm,RNN,SGD,0.0005,16,12992002,7.113676079,-3.301029995,1.204119983,-0.881652635,-1.762918228,-0.158195651,29,5,0.0001,150,"[0.678423172787646, 0.6663633391721232, 0.6459692756240555, 0.6210337144603638, 0.6044337178211031, 0.590790899200564, 0.5704155122582533, 0.5427049306750015, 0.4956430919521495, 0.44249107488685435, 0.42030229746870645, 0.376846511731026, 0.3627301667531567, 0.33077876184870114, 0.3287417176765812, 0.329733513671719, 0.2958258116648769, 0.29987205482904317, 0.2923880863133951, 0.27725935945256375]"
SST2,67349,bilstm,RNN,SGD,0.0005,32,12992002,7.113676079,-3.301029995,1.505149978,-0.865190819,-1.729990522,-0.159504829,46,5,0.0001,150,"[0.6827750014862368, 0.6784730277548493, 0.6725213724473876, 0.66443100281396, 0.6533676511884585, 0.6392173280059017, 0.6240316850272607, 0.6110611521150041, 0.6011252617751052, 0.5931059775471405, 0.5854387234480534, 0.5775768330006588, 0.5698349035550749, 0.5588060463833979, 0.5467096213915003, 0.530182893938803, 0.5086517067108471, 0.47984702492269937, 0.45736641615558404, 0.4399831463492115]"
SST2,67349,bilstm,RNN,SGD,0.0005,64,12992002,7.113676079,-3.301029995,1.806179974,-0.885143766,-1.769874304,-0.16128193,64,5,0.0001,150,"[0.6839638770474077, 0.6820547688063852, 0.6799607197820293, 0.6776063501552383, 0.674820384708061, 0.6715237196022865, 0.6676420685239313, 0.6629843644056275, 0.6576414370988782, 0.6515556811156431, 0.6448522091476838, 0.6377147116932259, 0.630418297521311, 0.6235404497639263, 0.617290677335025, 0.6118054031195799, 0.6068748803500316, 0.6025774709138825, 0.5985205625470781, 0.5943340140778871]"
SST2,67349,bilstm,RNN,SGD,0.001,16,12992002,7.113676079,-3,1.204119983,-0.894125153,-1.787844531,-0.160937116,20,5,0.0001,150,"[0.6688164708308539, 0.6299699510927721, 0.5994573666265062, 0.5638324597810623, 0.49966600225826907, 0.4481458309020254, 0.3951019291940749, 0.34897352692686606, 0.3281871237108515, 0.30815622287043626, 0.30129468345665095, 0.30282631969508533, 0.2993304250848141, 0.2788667458910362, 0.2737021001206264, 0.27640015572240917, 0.281475662794119, 0.27890758586476716, 0.2738905385564659, 0.27924178473429084]"
SST2,67349,bilstm,RNN,SGD,0.001,32,12992002,7.113676079,-3,1.505149978,-0.883407334,-1.766389779,-0.159251881,25,5,0.0001,150,"[0.6779284863743816, 0.6649360176786391, 0.6429320814490601, 0.6168046222021913, 0.5974925246771045, 0.5805694013480053, 0.5609105119654232, 0.5291813158932321, 0.4929387778964009, 0.4528119863141461, 0.40265034563892527, 0.3906128615353283, 0.3550628507222246, 0.36727694515802517, 0.34111633528723, 0.3078846165870544, 0.30361521084773, 0.2990754610746037, 0.29333067823404935, 0.27977082775706635]"
SST2,67349,bilstm,RNN,SGD,0.001,64,12992002,7.113676079,-3,1.806179974,-0.864004263,-1.727593012,-0.158567008,47,5,0.0001,150,"[0.6827424823955337, 0.6783662960992605, 0.6727812284541921, 0.6651305903755658, 0.655248579538264, 0.6434074886037275, 0.6310426010904719, 0.6204730114100668, 0.6099133516939895, 0.6016151633872805, 0.5934407216677734, 0.5842546726007597, 0.5747045299735679, 0.5631982393174375, 0.5491337697087871, 0.5308554189465057, 0.5029418872430991, 0.4754029540654042, 0.4472740747352347, 0.42383009442503417]"
SST2,67349,bilstm,RNN,SGD,0.002,16,12992002,7.113676079,-2.698970004,1.204119983,-0.890579982,-1.780746901,-0.158061642,18,5,0.0001,150,"[0.6337729901287731, 0.5744835463951998, 0.507179705005785, 0.4131596373071155, 0.36422884175797254, 0.35004442978889244, 0.2988087055903822, 0.2790423609502171, 0.2841712100090649, 0.28591904647962463, 0.28184210982023256, 0.2746082663634513, 0.2592694920727169, 0.2898008549282318, 0.2848859344307121, 0.2921892366433713, 0.2877140714872115, 0.2934853974829324]"
SST2,67349,bilstm,RNN,SGD,0.002,32,12992002,7.113676079,-2.698970004,1.505149978,-0.887906233,-1.775411942,-0.15931785,21,5,0.0001,150,"[0.6679146640940686, 0.6231759162951536, 0.5857290579559118, 0.5472218322074328, 0.5054236478448764, 0.42842641122409114, 0.38170584013371456, 0.35955289995514583, 0.34942090405137977, 0.29558924829804134, 0.3210057986993121, 0.3107339897217348, 0.27743488121910503, 0.2958102291383539, 0.28757050332575684, 0.26745173197920985, 0.29170985512364644, 0.2802102231374121, 0.2756396325840449, 0.3193146318126461]"
SST2,67349,bilstm,RNN,SGD,0.002,64,12992002,7.113676079,-2.698970004,1.806179974,-0.918823143,-1.837228245,-0.1605943,29,5,0.0001,150,"[0.6773997610214197, 0.6640947884857937, 0.6437285279775683, 0.6209145965169391, 0.6053047928764922, 0.5890439849046735, 0.5700672603613958, 0.5391571970912518, 0.4936919356409407, 0.4506399477545119, 0.4196945585628256, 0.37996283879777265, 0.35406669769524396, 0.3646834314716936, 0.3365076235826547, 0.31172283156223207, 0.2996856410638981, 0.30152731710135655, 0.3080978391436039, 0.28515080461428627]"
IMDB,25000,bilstm,RNN,AdamW,0.0005,16,17135618,7.233899772,-3.301029995,1.204119983,-0.636501662,-1.272838918,-0.16199339,8,5,0.0001,150,"[0.672881691600568, 0.46863232757717654, 0.3476485976110251, 0.4055816729526265, 0.40496342935072727, 0.49135052698988696, 0.6124187541337827, 0.788853716885912]"
IMDB,25000,bilstm,RNN,AdamW,0.0005,32,17135618,7.233899772,-3.301029995,1.505149978,-0.589821115,-1.179495068,-0.157786452,9,5,0.0001,150,"[0.649061698063164, 0.4736209983468815, 0.3773176546214492, 0.3261461569245454, 0.4119897146181316, 0.461265397180987, 0.5900841753241742, 0.6759178715277534, 0.7290553944823065]"
IMDB,25000,bilstm,RNN,AdamW,0.0005,64,17135618,7.233899772,-3.301029995,1.806179974,-0.599104556,-1.198062788,-0.156337452,10,5,0.0001,150,"[0.6795967696588251, 0.5051472179497345, 0.372518007513843, 0.349524160163312, 0.33756584306306475, 0.3504285735985901, 0.38214345785635934, 0.5085850370269788, 0.5169136421401289, 0.6224234622867801]"
IMDB,25000,bilstm,RNN,AdamW,0.001,16,17135618,7.233899772,-3,1.204119983,-0.648246329,-1.29630933,-0.163258589,8,5,0.0001,150,"[0.5217704881970494, 0.3586190898007097, 0.32546912232479347, 0.3885513342196901, 0.5143995961678711, 0.5357661776046772, 0.6162599591693034, 0.5764218662867692]"
IMDB,25000,bilstm,RNN,AdamW,0.001,32,17135618,7.233899772,-3,1.505149978,-0.627652679,-1.25514061,-0.159933945,9,5,0.0001,150,"[0.5819970006775704, 0.3946440838704443, 0.34629856116452795, 0.3405642204318836, 0.45948117121959187, 0.4906750683358331, 0.5762628263194755, 0.6962196383993052, 0.691845352435188]"
IMDB,25000,bilstm,RNN,AdamW,0.001,64,17135618,7.233899772,-3,1.806179974,-0.572532738,-1.144907602,-0.156453598,8,5,0.0001,150,"[0.4779479047165641, 0.46641117334365845, 0.33695049866845334, 0.34500901386896266, 0.37303761883249764, 0.4251140474424332, 0.5050668539862514, 0.6270985216656818]"
IMDB,25000,bilstm,RNN,AdamW,0.002,16,17135618,7.233899772,-2.698970004,1.204119983,-0.613834297,-1.22750966,-0.157372357,7,5,0.0001,150,"[0.3661857069776462, 0.31998727370660524, 0.3283294594754426, 0.3851326433316873, 0.5288294288396728, 0.5395689080666435, 0.5930738856151407]"
IMDB,25000,bilstm,RNN,AdamW,0.002,32,17135618,7.233899772,-2.698970004,1.505149978,-0.634226297,-1.268273164,-0.161952458,8,5,0.0001,150,"[0.39223319595786416, 0.3751143190511473, 0.32933025351565354, 0.39311748707465305, 0.533803292983182, 0.5550419257799531, 0.7054671102031401, 0.7454049495066617]"
IMDB,25000,bilstm,RNN,AdamW,0.002,64,17135618,7.233899772,-2.698970004,1.806179974,-0.599859916,-1.199558409,-0.158043948,8,5,0.0001,150,"[0.5658393121218379, 0.32659191270417803, 0.3150926336080213, 0.34420050812672964, 0.45674912499476084, 0.5543747963030127, 0.6854829435484319, 0.6459029720553869]"
IMDB,25000,bilstm,RNN,SGD,0.0005,16,17135618,7.233899772,-3.301029995,1.204119983,-0.616587027,-1.233023561,-0.158891507,32,5,0.0001,150,"[0.6914099155904386, 0.6892917245721665, 0.6867730996479242, 0.6837204292940255, 0.6797377783269547, 0.6747625435884006, 0.6688727502243969, 0.6616810112715529, 0.6534917171770772, 0.6449920285624057, 0.6364234005109951, 0.6266623465017008, 0.6172803669882277, 0.605524168132593, 0.5967034959374145, 0.5672527454055536, 0.5145722142042825, 0.4959173193469215, 0.5214733144345756, 0.4784022071205389]"
IMDB,25000,bilstm,RNN,SGD,0.0005,32,17135618,7.233899772,-3.301029995,1.505149978,-0.588807076,-1.177454214,-0.158811423,56,5,0.0001,150,"[0.6920712563642271, 0.6908685082842589, 0.6894982631798763, 0.6881453315163873, 0.6867609346748158, 0.6851110910154452, 0.6833153856787711, 0.6813122068241144, 0.679118851947177, 0.6765746588160277, 0.6736842868434396, 0.670559699368325, 0.6671797940685491, 0.6635102143712864, 0.6596830270852253, 0.6556114873309045, 0.6516607885907411, 0.6470654675155688, 0.6427163994236357, 0.6382675994733337]"
IMDB,25000,bilstm,RNN,SGD,0.0005,64,17135618,7.233899772,-3.301029995,1.806179974,-0.578184071,-1.156226502,-0.154928033,86,5,0.0001,150,"[0.6932867471175858, 0.6927193901206874, 0.692134479178658, 0.6916151763517645, 0.6910845607141906, 0.6905406260792213, 0.6900106072425842, 0.6894276142120361, 0.6888729945013795, 0.6882308268848853, 0.6875801305227642, 0.6869016417974159, 0.6861894922920421, 0.6854562668860713, 0.6846742803537393, 0.6838559010360814, 0.6829560995101929, 0.6819691537301752, 0.6810001036788844, 0.6799454839923714]"
IMDB,25000,bilstm,RNN,SGD,0.001,16,17135618,7.233899772,-3,1.204119983,-0.589484465,-1.178821597,-0.155069661,25,5,0.0001,150,"[0.6892972455238001, 0.6838924227812039, 0.6747955213339565, 0.6617802364376787, 0.6460049249493657, 0.6289839611266749, 0.6150258282503, 0.5996291608856128, 0.5372119807778075, 0.496850069576559, 0.4889272376656913, 0.46894725938193715, 0.4772084719552019, 0.45259058899201526, 0.5793135417059968, 0.4056559141499166, 0.5759683875991894, 0.3795963462692099, 0.472496197555964, 0.3689204777677219]"
IMDB,25000,bilstm,RNN,SGD,0.001,32,17135618,7.233899772,-3,1.505149978,-0.599091753,-1.198032361,-0.158302083,40,5,0.0001,150,"[0.6912351831509049, 0.6888482437771597, 0.686174555568938, 0.6828109303097816, 0.6786711633585061, 0.6734991943000987, 0.6672101806683145, 0.6598770637421092, 0.6518407938586679, 0.6432770758297792, 0.6344782503167535, 0.6255109053888138, 0.6161879371305939, 0.6050691010466047, 0.5862921603546021, 0.5389979354515197, 0.5343739475793899, 0.5327540782226878, 0.5751838932751091, 0.5104793963158966]"
IMDB,25000,bilstm,RNN,SGD,0.001,64,17135618,7.233899772,-3,1.806179974,-0.585866118,-1.171559581,-0.156661625,59,5,0.0001,150,"[0.6926269734962077, 0.6913609150089796, 0.6901933286763444, 0.6891058577766901, 0.6877519480789764, 0.6863166659693175, 0.6848110541512694, 0.6831070705305172, 0.6811909630328794, 0.6789733684515651, 0.6765515728841854, 0.6740325176263158, 0.6708539188662662, 0.6674430823024315, 0.6638133737105357, 0.6600013661988174, 0.6558116463166249, 0.6516854627222954, 0.6466856395141988, 0.6418838138821759]"
IMDB,25000,bilstm,RNN,SGD,0.002,16,17135618,7.233899772,-2.698970004,1.204119983,-0.617681656,-1.235205515,-0.157517984,24,5,0.0001,150,"[0.6826219768189012, 0.6604787257913584, 0.6309789213509606, 0.5954631943100939, 0.6552747647031046, 0.5465890211990466, 0.49340411973075743, 0.4925239722663983, 0.47589264217371374, 0.4441964665350442, 0.41778309762287447, 0.4332573545721773, 0.3956090960258874, 0.38440273530757463, 0.3938848591936282, 0.4436461006919035, 0.4189961521913068, 0.42988837573427363, 0.380948369602521, 0.4884589454129386]"
IMDB,25000,bilstm,RNN,SGD,0.002,32,17135618,7.233899772,-2.698970004,1.505149978,-0.624723745,-1.249281749,-0.158185292,29,5,0.0001,150,"[0.6896806010015452, 0.6844752081640207, 0.6764331122112882, 0.6642528183900627, 0.649133959013945, 0.6319729450401986, 0.6175294091367418, 0.5790143478068577, 0.5456449928557038, 0.55595779760628, 0.5162884177296025, 0.4854409183096734, 0.4912054840546505, 0.5675055437786564, 0.5875875708783508, 0.4383295998451816, 0.4230182134801415, 0.41597373726641296, 0.43629957982309303, 0.4947452491066258]"
IMDB,25000,bilstm,RNN,SGD,0.002,64,17135618,7.233899772,-2.698970004,1.806179974,-0.610779057,-1.221398289,-0.157761176,40,5,0.0001,150,"[0.691079811959327, 0.6884618959849393, 0.6855423541008672, 0.6821431872210925, 0.6775080539003203, 0.6721258797223055, 0.665929073774362, 0.6597361421283288, 0.652557373046875, 0.6459609141832665, 0.6386567542824564, 0.6318545865861676, 0.6252633883983274, 0.6102693009225628, 0.6228247548960433, 0.5735301662094986, 0.5433337514913534, 0.536271881642221, 0.4872416506839704, 0.4795695696073242]"
IMDB,25000,gru,RNN,AdamW,0.0005,16,10439682,7.01868727,-3.301029995,1.204119983,-0.463748244,-0.927338893,-0.155044912,7,5,0.0001,150,"[0.4506646412820481, 0.31896605509252973, 0.32359126328041377, 0.3659395063653017, 0.5395830388343819, 0.5662689196204725, 0.5964166171245869]"
IMDB,25000,gru,RNN,AdamW,0.0005,32,10439682,7.01868727,-3.301029995,1.505149978,-0.443360508,-0.886561501,-0.158198259,8,5,0.0001,150,"[0.6650367982827934, 0.34487737563385323, 0.3223530037008273, 0.3291617076203322, 0.43163262805337926, 0.5057301372645577, 0.617065284626594, 0.6325419179614704]"
IMDB,25000,gru,RNN,AdamW,0.0005,64,10439682,7.01868727,-3.301029995,1.806179974,-0.45588118,-0.911601072,-0.154035572,8,5,0.0001,150,"[0.5758640188959581, 0.40107682724542254, 0.32482295832302, 0.3318030861076675, 0.46693968848337103, 0.5986509093000919, 0.7115495374214046, 0.6732075316242024]"
IMDB,25000,gru,RNN,AdamW,0.001,16,10439682,7.01868727,-3,1.204119983,-0.491145804,-0.982138365,-0.158206047,8,5,0.0001,150,"[0.6222071050645445, 0.37625154907615804, 0.32050731361578827, 0.40041553237127325, 0.466590677666219, 0.5092457518630182, 0.5675442780891713, 0.5898889781573948]"
IMDB,25000,gru,RNN,AdamW,0.001,32,10439682,7.01868727,-3,1.505149978,-0.454362513,-0.908559841,-0.158983812,7,5,0.0001,150,"[0.40496124583444776, 0.30595389492572495, 0.34623869238006083, 0.5329966267843724, 0.5885191374713448, 0.6510480742332092, 0.7552225189698729]"
IMDB,25000,gru,RNN,AdamW,0.001,64,10439682,7.01868727,-3,1.806179974,-0.465125724,-0.930086148,-0.158604714,7,5,0.0001,150,"[0.3363207459827013, 0.30414997361883334, 0.3051723429013657, 0.4769852810268161, 0.5075699915826509, 0.6093395954481314, 0.6523510921076736]"
IMDB,25000,gru,RNN,AdamW,0.002,16,10439682,7.01868727,-2.698970004,1.204119983,-0.431273755,-0.862396132,-0.157088088,6,5,0.0001,150,"[0.3654725123851444, 0.36575621337936326, 0.3780010971434105, 0.4964210246912778, 0.4494239875136283, 0.4671833803192876]"
IMDB,25000,gru,RNN,AdamW,0.002,32,10439682,7.01868727,-2.698970004,1.505149978,-0.436925882,-0.873702672,-0.156917118,6,5,0.0001,150,"[0.3087183258430973, 0.39295461286262723, 0.41064409254367945, 0.4680806051014335, 0.5438882536032373, 0.5802425448871722]"
IMDB,25000,gru,RNN,AdamW,0.002,64,10439682,7.01868727,-2.698970004,1.806179974,-0.482973212,-0.965794177,-0.156549841,7,5,0.0001,150,"[0.3322814511536043, 0.32210173476723175, 0.3968742928361591, 0.5081843505083006, 0.5200472136228522, 0.5856325715489956, 0.5565127672368213]"
IMDB,25000,gru,RNN,SGD,0.0005,16,10439682,7.01868727,-3.301029995,1.204119983,-0.469001364,-0.9378352,-0.163112683,29,5,0.0001,150,"[0.6804715821537347, 0.6703307992353226, 0.662685119686797, 0.6540852842239526, 0.6489282461781852, 0.6423495833675701, 0.6352969070973868, 0.6296316333853018, 0.6220629546588983, 0.6094904005908357, 0.5600856573056108, 0.5261816434300365, 0.5094537197496183, 0.4918453125431896, 0.46218030292766926, 0.525217492026262, 0.4483559671015785, 0.4625834703159789, 0.4276664810725294, 0.4721088041417515]"
IMDB,25000,gru,RNN,SGD,0.0005,32,10439682,7.01868727,-3.301029995,1.505149978,-0.442612945,-0.885073877,-0.162318504,47,5,0.0001,150,"[0.6849154788217727, 0.6767591207650057, 0.6692225257302545, 0.6632856958231349, 0.6589052597428583, 0.6550860253109294, 0.6514466264445311, 0.6487469954095828, 0.6479091932819148, 0.6439056666034042, 0.6415196044050204, 0.6367911759075845, 0.6350407197976567, 0.6276927717552063, 0.6233398270834783, 0.6166649436115459, 0.6178355199895846, 0.6003876045630996, 0.57308745061516, 0.5201296601325843]"
IMDB,25000,gru,RNN,SGD,0.0005,64,10439682,7.01868727,-3.301029995,1.806179974,-0.496979416,-0.993798638,-0.159040631,60,5,0.0001,150,"[0.6901916325846805, 0.6870974596542648, 0.6840116728710223, 0.6809514828875095, 0.6778015607519995, 0.6744700451440448, 0.6712463294403462, 0.6678933108909221, 0.6649507005003434, 0.6620696722706662, 0.659385149991965, 0.6571293299711203, 0.6551035793521737, 0.6533544606800321, 0.6514038556738745, 0.6499900425536723, 0.64866458841517, 0.647196642205685, 0.6455574820313272, 0.6450736666027503]"
IMDB,25000,gru,RNN,SGD,0.001,16,10439682,7.01868727,-3,1.204119983,-0.460589799,-0.921032933,-0.160495434,27,5,0.0001,150,"[0.6696496649672048, 0.6565341385789573, 0.6476115829076249, 0.6396662320572728, 0.6301086793501918, 0.6236812700859655, 0.5610537710852517, 0.5484706796586704, 0.5060727669598576, 0.657287977374019, 0.6275827732329933, 0.6027500079081843, 0.5341902764174885, 0.4798655287145426, 0.5433195121467304, 0.6741224096986813, 0.670579161316442, 0.5695226144390746, 0.4289093079229894, 0.4148773700712969]"
IMDB,25000,gru,RNN,SGD,0.001,32,10439682,7.01868727,-3,1.505149978,-0.409072383,-0.817998003,-0.155345133,33,5,0.0001,150,"[0.6796413003259404, 0.6680240577952877, 0.6609953789953973, 0.6562711019424876, 0.6519468753201187, 0.6468896009739796, 0.6397242758684097, 0.635320639534361, 0.6277797744152652, 0.6181995213791064, 0.5871005546135507, 0.48698069221654516, 0.4767619721638929, 0.46822765450568715, 0.48675636994610927, 0.42577641898659385, 0.444411939021888, 0.4340407279361585, 0.41555357292579237, 0.4181360948807115]"
IMDB,25000,gru,RNN,SGD,0.001,64,10439682,7.01868727,-3,1.806179974,-0.445826263,-0.891495838,-0.159891037,39,5,0.0001,150,"[0.6847709817222402, 0.6786286091502709, 0.6721240033077288, 0.6659114768233481, 0.6598369811154619, 0.654721088047269, 0.6504849316198614, 0.6461187435101859, 0.643766644634778, 0.6403810321530209, 0.6368409146236468, 0.6334495484074459, 0.6294866649410392, 0.632156491279602, 0.6204079932804349, 0.6162648736676083, 0.6139759044103985, 0.6031864889060394, 0.5961244958865491, 0.59295438173451]"
IMDB,25000,gru,RNN,SGD,0.002,16,10439682,7.01868727,-2.698970004,1.204119983,-0.481043252,-0.961917794,-0.160838247,21,5,0.0001,150,"[0.6622372608596143, 0.6400561007067037, 0.6253518409812793, 0.5621389852354701, 0.5464174819354433, 0.6250791304503767, 0.622275522913034, 0.6386857194641528, 0.4648209030921467, 0.4516714127918783, 0.4511207739194742, 0.4439644156553494, 0.6536479039361682, 0.4417804192049435, 0.4596787622085395, 0.4186160760089612, 0.4382191615554091, 0.4455902893274737, 0.457111888728774, 0.4559045006720403]"
IMDB,25000,gru,RNN,SGD,0.002,32,10439682,7.01868727,-2.698970004,1.505149978,-0.459344521,-0.918526303,-0.154038266,22,5,0.0001,150,"[0.6676344590581906, 0.6503850164686799, 0.6438838011899571, 0.6340517314376345, 0.6305240274994237, 0.6008029272601862, 0.6291304063645138, 0.5162230414949405, 0.637718161959557, 0.6052434338126212, 0.5792543628033558, 0.4774466705550054, 0.45830741932817326, 0.42792315149952653, 0.5057061248144527, 0.48753354722147535, 0.39761025287732954, 0.40023475766751415, 0.40978307604410086, 0.435614708597493]"
IMDB,25000,gru,RNN,SGD,0.002,64,10439682,7.01868727,-2.698970004,1.806179974,-0.466650992,-0.933138936,-0.163988515,21,5,0.0001,150,"[0.6790588747096967, 0.6666250409959238, 0.6556056662450863, 0.6486882408962974, 0.6437471814547913, 0.6371197957026807, 0.6313050125218644, 0.6329479560821871, 0.6163698781894732, 0.6071012665199328, 0.6028869887696037, 0.5699550739572018, 0.6616588751726513, 0.4523634265495252, 0.45711237097842783, 0.4295998398638979, 0.4830570068163208, 0.6930377532409716, 0.44987295096433616, 0.4330242147928552]"
AG_NEWS,120000,gru,RNN,AdamW,0.0005,16,10440708,7.01872995,-3.301029995,1.204119983,-0.304322238,-0.608492041,0.142326842,7,5,0.0001,150,"[0.28983776379997533, 0.27212623178648454, 0.2803289458652337, 0.33829831226263196, 0.39892182315406777, 0.4229103768445881, 0.4617383658614053]"
AG_NEWS,120000,gru,RNN,AdamW,0.0005,32,10440708,7.01872995,-3.301029995,1.505149978,-0.297469922,-0.594787199,0.142882742,7,5,0.0001,150,"[0.30637430822849276, 0.2714469734430313, 0.280283282050242, 0.3625890442794189, 0.39828421257374186, 0.4384941820483655, 0.45371056328706133]"
